x0000,y0000
2.352915496,-9.010228488,
2.356489956,-9.030798493,
2.360035237,-9.048538252,
2.363551811,-9.063409651,
2.367040139,-9.075483758,
2.370500671,-9.084929763,
2.373933847,-9.091996059,
2.377340095,-9.096986612,
2.380719836,-9.100236071,
2.384073478,-9.102086615,
2.387401421,-9.10286859,
2.390704057,-9.102885926,
2.393981767,-9.102406399,
2.397234924,-9.101656234,
2.400463894,-9.100818198,
2.403669034,-9.100032321,
2.406850693,-9.099398444,
2.410009212,-9.098979972,
2.413144926,-9.098808368,
2.416258161,-9.098888088,
2.419349238,-9.099201754,
2.42241847,-9.09971543,
2.425466163,-9.10038391,
2.428492618,-9.101155903,
2.431498128,-9.101979016,
2.434482982,-9.102804363,
2.43744746,-9.103590661,
2.440391841,-9.104307611,
2.443316394,-9.104938422,
2.446221385,-9.105481332,
2.449107073,-9.105950055,
2.451973714,-9.106373154,
2.454821557,-9.1067924,
2.457650847,-9.107260257,
2.460461824,-9.107836676,
2.463254724,-9.108585426,
2.466029778,-9.109570167,
2.468787213,-9.110850495,
2.47152725,-9.112478137,
2.474250108,-9.114493444,
2.476956002,-9.116922309,
2.47964514,-9.119773596,
2.48231773,-9.123037149,
2.484973974,-9.126682457,
2.48761407,-9.130658025,
2.490238214,-9.134891531,
2.492846597,-9.139290831,
2.495439407,-9.143745894,
2.49801683,-9.148131707,
2.500579047,-9.152312175,
2.503126236,-9.156144954,
2.505658573,-9.159487098,
2.508176229,-9.162201274,
2.510679374,-9.164162205,
2.513168174,-9.165262913,
2.515642794,-9.165420275,
2.518103392,-9.16457943,
2.520550128,-9.16271664,
2.522983157,-9.159840349,
2.525402631,-9.155990378,
2.527808701,-9.151235376,
2.530201514,-9.14566883,
2.532581215,-9.139404054,
2.534947949,-9.132568622,
2.537301854,-9.125298723,
2.53964307,-9.117733805,
2.541971732,-9.110011824,
2.544287975,-9.102265259,
2.54659193,-9.094617978,
2.548883727,-9.087182937,
2.551163493,-9.080060645,
2.553431354,-9.073338297,
2.555687435,-9.067089432,
2.557931856,-9.061374017,
2.560164737,-9.056238838,
2.562386197,-9.051718105,
2.564596352,-9.047834207,
2.566795316,-9.044598546,
2.568983202,-9.042012437,
2.571160121,-9.040068022,
2.573326183,-9.038749206,
2.575481495,-9.0380326,
2.577626164,-9.037888464,
2.579760293,-9.038281655,
2.581883987,-9.039172566,
2.583997346,-9.04051807,
2.586100471,-9.042272428,
2.588193461,-9.044388177,
2.590276412,-9.046816947,
2.59234942,-9.049510215,
2.594412581,-9.052419945,
2.596465987,-9.055499103,
2.598509729,-9.058702023,
2.600543899,-9.061984618,
2.602568586,-9.065304415,
2.604583877,-9.068620447,
2.60658986,-9.071892993,
2.608586619,-9.075083234,
2.610574241,-9.078152842,
2.612552807,-9.081063576,
2.614522399,-9.083776947,
2.6164831,-9.086254002,
2.618434989,-9.088455308,
2.620378144,-9.090341165,
2.622312644,-9.091872095,
2.624238565,-9.093009609,
2.626155983,-9.093717245,
2.628064973,-9.093961826,
2.629965608,-9.093714877,
2.631857962,-9.092954107,
2.633742106,-9.091664835,
2.635618111,-9.089841259,
2.637486047,-9.087487446,
2.639345983,-9.084617948,
2.641197988,-9.081257983,
2.643042129,-9.077443131,
2.644878472,-9.073218573,
2.646707083,-9.068637893,
2.648528027,-9.063761538,
2.650341367,-9.058655015,
2.652147168,-9.053386952,
2.653945492,-9.048027119,
2.655736399,-9.042644524,
2.657519952,-9.037305662,
2.65929621,-9.032072986,
2.661065233,-9.02700365,
2.662827079,-9.022148537,
2.664581807,-9.017551592,
2.666329473,-9.013249428,
2.668070134,-9.009271211,
2.669803847,-9.00563877,
2.671530667,-9.002366905,
2.673250647,-8.999463857,
2.674963842,-8.996931892,
2.676670306,-8.994767977,
2.678370091,-8.992964479,
2.680063249,-8.991509894,
2.681749832,-8.990389535,
2.68342989,-8.989586181,
2.685103474,-8.989080648,
2.686770633,-8.988852279,
2.688431417,-8.988879335,
2.690085874,-8.989139287,
2.691734053,-8.989609022,
2.693376,-8.990264966,
2.695011762,-8.99108314,
2.696641387,-8.992039186,
2.69826492,-8.993108371,
2.699882406,-8.99426561,
2.70149389,-8.995485525,
2.703099417,-8.996742568,
2.70469903,-8.998011226,
2.706292773,-8.999266315,
2.707880689,-9.000483365,
2.70946282,-9.001639089,
2.711039208,-9.002711925,
2.712609895,-9.003682603,
2.714174922,-9.004534734,
2.715734329,-9.005255345,
2.717288157,-9.005835349,
2.718836446,-9.006269895,
2.720379234,-9.006558561,
2.721916561,-9.006705377,
2.723448466,-9.006718652,
2.724974986,-9.006610612,
2.726496159,-9.006396861,
2.728012022,-9.006095687,
2.729522614,-9.005727256,
2.731027969,-9.005312732,
2.732528124,-9.004873385,
2.734023115,-9.00442972,
2.735512977,-9.004000686,
2.736997746,-9.003603008,
2.738477456,-9.003250669,
2.739952142,-9.002954573,
2.741421837,-9.002722393,
2.742886575,-9.002558618,
2.74434639,-9.002464779,
2.745801314,-9.002439835,
2.74725138,-9.002480697,
2.748696621,-9.002582835,
2.750137069,-9.002740938,
2.751572754,-9.002949575,
2.753003709,-9.003203801,
2.754429965,-9.003499679,
2.755851552,-9.003834653,
2.757268501,-9.004207775,
2.758680842,-9.004619737,
2.760088605,-9.005072715,
2.76149182,-9.005570041,
2.762890515,-9.006115706,
2.76428472,-9.006713743,
2.765674463,-9.007367521,
2.767059774,-9.008079009,
2.76844068,-9.008848053,
2.769817208,-9.009671728,
2.771189388,-9.010543808,
2.772557246,-9.011454408,
2.773920809,-9.012389821,
2.775280104,-9.013332587,
2.776635158,-9.014261808,
2.777985997,-9.015153698,
2.779332648,-9.015982365,
2.780675136,-9.016720788,
2.782013487,-9.017341944,
2.783347726,-9.017820033,
2.784677878,-9.018131725,
2.786003969,-9.018257363,
2.787326024,-9.018182041,
2.788644066,-9.01789649,
2.78995812,-9.017397708,
2.791268209,-9.016689292,
2.792574359,-9.015781451,
2.793876593,-9.014690683,
2.795174933,-9.013439142,
2.796469403,-9.012053734,
2.797760027,-9.010564979,
2.799046826,-9.00900572,
2.800329824,-9.00740973,
2.801609043,-9.005810283,
2.802884505,-9.004238768,
2.804156232,-9.002723385,
2.805424246,-9.001287968,
2.806688568,-8.999950988,
2.807949221,-8.998724739,
2.809206225,-8.997614754,
2.810459601,-8.996619429,
2.81170937,-8.995729898,
2.812955553,-8.99493013,
2.81419817,-8.994197264,
2.815437242,-8.993502169,
2.816672789,-8.992810217,
2.817904831,-8.992082255,
2.819133388,-8.991275752,
2.820358479,-8.990346083,
2.821580124,-8.989247927,
2.822798342,-8.987936703,
2.824013152,-8.986370026,
2.825224574,-8.984509091,
2.826432627,-8.982319944,
2.827637328,-8.979774578,
2.828838696,-8.976851806,
2.830036751,-8.973537876,
2.831231509,-8.969826801,
2.83242299,-8.965720404,
2.833611211,-8.961228103,
2.83479619,-8.956366446,
2.835977944,-8.951158456,
2.837156492,-8.945632836,
2.83833185,-8.939823083,
2.839504035,-8.933766575,
2.840673066,-8.927503665,
2.841838958,-8.921076838,
2.843001728,-8.914529935,
2.844161393,-8.907907479,
2.845317971,-8.901254094,
2.846471476,-8.894614002,
2.847621926,-8.888030607,
2.848769336,-8.881546111,
2.849913722,-8.875201181,
2.851055101,-8.869034604,
2.852193489,-8.863082948,
2.8533289,-8.857380194,
2.85446135,-8.851957344,
2.855590855,-8.846842004,
2.85671743,-8.842057939,
2.857841091,-8.837624633,
2.858961851,-8.83355686,
2.860079727,-8.829864293,
2.861194733,-8.82655118,
2.862306883,-8.823616118,
2.863416193,-8.821051946,
2.864522676,-8.818845796,
2.865626348,-8.816979317,
2.866727221,-8.815429084,
2.867825312,-8.814167212,
2.868920633,-8.813162168,
2.870013198,-8.812379759,
2.871103021,-8.811784279,
2.872190117,-8.811339766,
2.873274498,-8.81101132,
2.874356179,-8.810766407,
2.875435172,-8.81057609,
2.876511491,-8.810416107,
2.877585149,-8.810267727,
2.878656159,-8.810118326,
2.879724535,-8.80996165,
2.880790289,-8.809797737,
2.881853434,-8.809632501,
2.882913982,-8.809477019,
2.883971948,-8.809346554,
2.885027342,-8.809259386,
2.886080177,-8.809235535,
2.887130467,-8.80929545,
2.888178222,-8.809458738,
2.889223456,-8.809743029,
2.890266181,-8.810163009,
2.891306408,-8.810729689,
2.892344149,-8.811449934,
2.893379416,-8.81232626,
2.894412222,-8.813356899,
2.895442577,-8.814536123,
2.896470493,-8.815854768,
2.897495982,-8.817300943,
2.898519056,-8.818860842,
2.899539725,-8.820519626,
2.900558001,-8.822262284,
2.901573895,-8.824074435,
2.902587418,-8.825943007,
2.903598581,-8.827856746,
2.904607396,-8.829806526,
2.905613873,-8.831785449,
2.906618022,-8.83378872,
2.907619855,-8.835813329,
2.908619383,-8.837857561,
2.909616615,-8.83992038,
2.910611563,-8.842000729,
2.911604236,-8.844096816,
2.912594646,-8.846205418,
2.913582802,-8.848321269,
2.914568715,-8.850436559,
2.915552395,-8.852540585,
2.916533852,-8.854619568,
2.917513096,-8.856656641,
2.918490137,-8.85863201,
2.919464984,-8.860523266,
2.920437649,-8.862305826,
2.92140814,-8.863953468,
2.922376467,-8.865438931,
2.92334264,-8.866734537,
2.924306668,-8.8678128,
2.925268561,-8.868646994,
2.926228328,-8.869211654,
2.927185979,-8.869482992,
2.928141522,-8.869439225,
2.929094968,-8.869060811,
2.930046326,-8.868330616,
2.930995604,-8.867234008,
2.931942811,-8.865758917,
2.932887957,-8.863895866,
2.933831051,-8.861638005,
2.934772101,-8.858981149,
2.935711117,-8.855923839,
2.936648106,-8.852467423,
2.937583079,-8.848616155,
2.938516042,-8.844377295,
2.939447006,-8.839761215,
2.940375979,-8.834781474,
2.941302968,-8.829454859,
2.942227984,-8.823801383,
2.943151033,-8.817844218,
2.944072124,-8.811609578,
2.944991266,-8.805126535,
2.945908467,-8.798426785,
2.946823735,-8.791544372,
2.947737078,-8.784515381,
2.948648505,-8.777377614,
2.949558022,-8.770170259,
2.950465639,-8.762933568,
2.951371363,-8.755708545,
2.952275202,-8.748536651,
2.953177164,-8.74145953,
2.954077256,-8.734518749,
2.954975487,-8.727755543,
2.955871864,-8.721210571,
2.956766395,-8.714923664,
2.957659087,-8.708933558,
2.958549948,-8.703277614,
2.959438985,-8.697991511,
2.960326206,-8.693108912,
2.961211618,-8.68866111,
2.962095229,-8.684676637,
2.962977045,-8.681180868,
2.963857075,-8.678195596,
2.964735325,-8.675738618,
2.965611802,-8.67382331,
2.966486514,-8.672458233,
2.967359469,-8.671646759,
2.968230671,-8.671386745,
2.96910013,-8.671670264,
2.969967852,-8.67248341,
2.970833843,-8.673806188,
2.971698111,-8.675612518,
2.972560662,-8.677870346,
2.973421504,-8.6805419,
2.974280643,-8.683584084,
2.975138085,-8.686949032,
2.975993838,-8.690584819,
2.976847908,-8.694436326,
2.977700302,-8.698446256,
2.978551026,-8.702556272,
2.979400087,-8.706708246,
2.980247491,-8.710845554,
2.981093245,-8.714914402,
2.981937355,-8.718865101,
2.982779827,-8.72265325,
2.983620669,-8.726240763,
2.984459885,-8.729596689,
2.985297484,-8.732697773,
2.986133469,-8.735528742,
2.986967849,-8.738082277,
2.987800629,-8.740358702,
2.988631815,-8.742365382,
2.989461413,-8.74411589,
2.990289429,-8.745628973,
2.99111587,-8.74692739,
2.991940741,-8.74803667,
2.992764048,-8.748983863,
2.993585798,-8.749796335,
2.994405995,-8.750500657,
2.995224647,-8.751121627,
2.996041758,-8.751681465,
2.996857335,-8.752199192,
2.997671383,-8.752690201,
2.998483908,-8.75316604,
2.999294915,-8.753634373,
3.000104411,-8.754099138,
3.000912401,-8.754560851,
3.001718891,-8.755017059,
3.002523886,-8.755462898,
3.003327391,-8.755891728,
3.004129412,-8.756295821,
3.004929955,-8.756667046,
3.005729025,-8.756997545,
3.006526628,-8.757280336,
3.007322768,-8.757509845,
3.008117452,-8.757682308,
3.008910684,-8.757796058,
3.00970247,-8.757851657,
3.010492815,-8.757851886,
3.011281725,-8.757801592,
3.012069203,-8.757707411,
3.012855257,-8.757577369,
3.01363989,-8.757420415,
3.014423109,-8.757245886,
3.015204917,-8.757062957,
3.015985321,-8.756880099,
3.016764325,-8.756704578,
3.017541934,-8.756542016,
3.018318153,-8.75639605,
3.019092987,-8.756268094,
3.019866441,-8.75615722,
3.020638521,-8.756060167,
3.02140923,-8.755971467,
3.022178574,-8.755883682,
3.022946557,-8.755787746,
3.023713185,-8.755673369,
3.024478461,-8.755529509,
3.025242392,-8.755344844,
3.026004981,-8.755108252,
3.026766234,-8.754809239,
3.027526155,-8.754438299,
3.028284748,-8.753987183,
3.029042018,-8.753449049,
3.02979797,-8.752818495,
3.030552609,-8.752091461,
3.031305939,-8.751265011,
3.032057964,-8.750337026,
3.032808689,-8.749305804,
3.033558119,-8.74816963,
3.034306258,-8.746926337,
3.03505311,-8.745572898,
3.035798681,-8.744105104,
3.036542973,-8.74251735,
3.037285992,-8.740802569,
3.038027742,-8.738952343,
3.038768227,-8.736957196,
3.039507452,-8.734807079,
3.040245421,-8.732492029,
3.040982137,-8.730002979,
3.041717607,-8.727332672,
3.042451832,-8.724476638,
3.043184819,-8.721434158,
3.043916571,-8.718209152,
3.044647091,-8.71481093,
3.045376385,-8.711254734,
3.046104457,-8.707562021,
3.04683131,-8.703760454,
3.047556948,-8.699883582,
3.048281376,-8.695970207,
3.049004598,-8.692063465,
3.049726617,-8.688209657,
3.050447438,-8.684456881,
3.051167064,-8.680853531,
3.0518855,-8.677446728,
3.05260275,-8.674280746,
3.053318817,-8.671395491,
3.054033705,-8.668825112,
3.054747418,-8.666596756,
3.055459961,-8.664729546,
3.056171336,-8.663233796,
3.056881548,-8.662110493,
3.0575906,-8.661351079,
3.058298497,-8.660937539,
3.059005242,-8.660842818,
3.059710838,-8.661031559,
3.06041529,-8.661461165,
3.061118601,-8.662083169,
3.061820775,-8.662844865,
3.062521815,-8.663691174,
3.063221726,-8.664566654,
3.06392051,-8.665417585,
3.064618172,-8.666194018,
3.065314715,-8.666851687,
3.066010143,-8.667353674,
3.066704459,-8.667671717,
3.067397667,-8.667787098,
3.068089769,-8.667691033,
3.068780771,-8.667384565,
3.069470675,-8.666877961,
3.070159485,-8.666189677,
3.070847204,-8.665344954,
3.071533836,-8.664374165,
3.072219384,-8.663311015,
3.072903851,-8.662190703,
3.073587241,-8.661048164,
3.074269558,-8.659916469,
3.074950804,-8.658825453,
3.075630984,-8.657800631,
3.0763101,-8.656862413,
3.076988155,-8.656025642,
3.077665154,-8.655299429,
3.078341099,-8.654687284,
3.079015993,-8.654187486,
3.07968984,-8.653793676,
3.080362644,-8.653495605,
3.081034406,-8.653280009,
3.081705132,-8.653131552,
3.082374823,-8.653033787,
3.083043482,-8.652970105,
3.083711114,-8.652924619,
3.084377721,-8.652882949,
3.085043307,-8.652832895,
3.085707874,-8.652764963,
3.086371426,-8.652672737,
3.087033965,-8.652553098,
3.087695495,-8.65240628,
3.088356019,-8.652235782,
3.08901554,-8.652048145,
3.089674061,-8.651852599,
3.090331585,-8.65166062,
3.090988115,-8.651485385,
3.091643654,-8.651341173,
3.092298205,-8.651242709,
3.092951771,-8.651204483,
3.093604355,-8.651240054,
3.09425596,-8.651361365,
3.094906588,-8.651578086,
3.095556244,-8.651897015,
3.096204928,-8.652321546,
3.096852646,-8.652851255,
3.097499399,-8.653481604,
3.09814519,-8.654203812,
3.098790022,-8.655004908,
3.099433899,-8.655867988,
3.100076822,-8.656772694,
3.100718794,-8.657695912,
3.10135982,-8.658612694,
3.1019999,-8.659497355,
3.102639038,-8.660324735,
3.103277238,-8.661071537,
3.1039145,-8.661717682,
3.104550829,-8.662247593,
3.105186227,-8.662651298,
3.105820697,-8.662925284,
3.106454241,-8.663072996,
3.107086863,-8.663104924,
3.107718564,-8.663038235,
3.108349348,-8.662895943,
3.108979216,-8.662705628,
3.109608173,-8.662497767,
3.11023622,-8.66230374,
3.11086336,-8.662153625,
3.111489596,-8.66207388,
3.11211493,-8.66208505,
3.112739365,-8.66219961,
3.113362904,-8.662420069,
3.113985548,-8.662737462,
3.114607301,-8.66313033,
3.115228166,-8.663564299,
3.115848144,-8.663992341,
3.116467238,-8.664355777,
3.117085451,-8.664586074,
3.117702785,-8.664607408,
3.118319243,-8.664339953,
3.118934827,-8.663703747,
3.11954954,-8.662622964,
3.120163383,-8.661030312,
3.120776361,-8.658871251,
3.121388474,-8.6561077,
3.121999726,-8.65272092,
3.122610119,-8.6487133,
3.123219656,-8.644108884,
3.123828338,-8.638952595,
3.124436168,-8.633308225,
3.125043148,-8.627255385,
3.125649281,-8.620885688,
3.12625457,-8.614298477,
3.126859016,-8.60759643,
3.127462622,-8.600881332,
3.12806539,-8.594250234,
3.128667323,-8.587792187,
3.129268423,-8.581585642,
3.129868692,-8.575696548,
3.130468132,-8.570177156,
3.131066746,-8.565065466,
3.131664537,-8.560385275,
3.132261505,-8.556146726,
3.132857654,-8.552347291,
3.133452986,-8.548973095,
3.134047503,-8.546000509,
3.134641207,-8.543397913,
3.1352341,-8.541127557,
3.135826186,-8.539147436,
3.136417465,-8.537413105,
3.13700794,-8.535879343,
3.137597614,-8.534501623,
3.138186488,-8.533237319,
3.138774564,-8.532046609,
3.139361845,-8.530893077,
3.139948334,-8.529743992,
3.140534031,-8.528570315,
3.14111894,-8.527346469,
3.141703061,-8.526049931,
3.142286398,-8.52466074,
3.142868953,-8.523160976,
3.143450728,-8.521534296,
3.144031724,-8.519765592,
3.144611943,-8.517840805,
3.145191389,-8.515746936,
3.145770063,-8.513472242,
3.146347966,-8.511006609,
3.146925102,-8.508342053,
3.147501472,-8.505473299,
3.148077077,-8.502398371,
3.148651921,-8.499119123,
3.149226005,-8.495641647,
3.149799331,-8.491976512,
3.150371902,-8.488138792,
3.150943718,-8.484147872,
3.151514783,-8.48002704,
3.152085097,-8.475802892,
3.152654664,-8.471504599,
3.153223484,-8.467163089,
3.153791561,-8.46281021,
3.154358895,-8.458477937,
3.15492549,-8.454197684,
3.155491346,-8.449999752,
3.156056466,-8.445912977,
3.156620851,-8.441964549,
3.157184504,-8.438180046,
3.157747426,-8.434583635,
3.15830962,-8.431198424,
3.158871086,-8.428046919,
3.159431828,-8.425151532,
3.159991847,-8.422535102,
3.160551145,-8.420221353,
3.161109723,-8.418235257,
3.161667583,-8.416603251,
3.162224728,-8.415353286,
3.16278116,-8.414514666,
3.163336879,-8.4141177,
3.163891888,-8.414193143,
3.164446188,-8.414771462,
3.164999782,-8.415881941,
3.165552672,-8.417551664,
3.166104858,-8.419804412,
3.166656343,-8.42265951,
3.167207129,-8.426130678,
3.167757217,-8.430224902,
3.168306609,-8.434941396,
3.168855307,-8.440270668,
3.169403313,-8.446193743,
3.169950628,-8.452681572,
3.170497254,-8.459694671,
3.171043193,-8.467183032,
3.171588447,-8.475086325,
3.172133017,-8.483334449,
3.172676905,-8.491848444,
3.173220113,-8.500541787,
3.173762642,-8.509322073,
3.174304494,-8.518093066,
3.174845671,-8.52675706,
3.175386174,-8.535217495,
3.175926006,-8.543381699,
3.176465168,-8.551163632,
3.17700366,-8.558486468,
3.177541487,-8.565284862,
3.178078647,-8.571506727,
3.178615145,-8.577114409,
3.17915098,-8.582085149,
3.179686155,-8.586410808,
3.180220671,-8.590096859,
3.180754531,-8.593160729,
3.181287734,-8.595629604,
3.181820284,-8.597537854,
3.182352182,-8.59892425,
3.182883429,-8.599829138,
3.183414028,-8.600291739,
3.183943978,-8.60034771,
3.184473283,-8.600027079,
3.185001943,-8.59935265,
3.185529961,-8.598338925,
3.186057337,-8.596991589,
3.186584074,-8.595307576,
3.187110173,-8.593275698,
3.187635635,-8.590877834,
3.188160463,-8.588090601,
3.188684656,-8.584887462,
3.189208218,-8.581241152,
3.18973115,-8.577126302,
3.190253452,-8.572522115,
3.190775127,-8.567414918,
3.191296176,-8.561800429,
3.191816601,-8.555685561,
3.192336403,-8.549089652,
3.192855584,-8.542044989,
3.193374144,-8.534596614,
3.193892087,-8.526801396,
3.194409412,-8.518726441,
3.194926122,-8.510446948,
3.195442217,-8.502043654,
3.1959577,-8.493600012,
3.196472572,-8.485199275,
3.196986835,-8.476921614,
3.197500489,-8.468841404,
3.198013536,-8.461024762,
3.198525978,-8.453527417,
3.199037816,-8.446392957,
3.199549051,-8.439651475,
3.200059686,-8.433318639,
3.200569721,-8.427395195,
3.201079157,-8.421866914,
3.201587996,-8.416704991,
3.20209624,-8.411866906,
3.20260389,-8.407297765,
3.203110948,-8.402932106,
3.203617414,-8.398696163,
3.20412329,-8.394510561,
3.204628577,-8.390293359,
3.205133277,-8.385963359,
3.205637392,-8.381443523,
3.206140921,-8.376664353,
3.206643868,-8.371567027,
3.207146233,-8.366106101,
3.207648018,-8.360251599,
3.208149223,-8.353990344,
3.208649851,-8.347326441,
3.209149902,-8.340280901,
3.209649378,-8.332890436,
3.210148281,-8.325205566,
3.210646611,-8.317288177,
3.211144369,-8.30920874,
3.211641558,-8.301043393,
3.212138179,-8.292871053,
3.212634232,-8.284770751,
3.213129719,-8.276819281,
3.213624642,-8.26908926,
3.214119001,-8.261647641,
3.214612798,-8.25455468,
3.215106034,-8.247863336,
3.215598711,-8.241619068,
3.216090829,-8.235859977,
3.216582391,-8.230617219,
3.217073396,-8.225915639,
3.217563848,-8.221774549,
3.218053746,-8.218208591,
3.218543092,-8.215228628,
3.219031887,-8.2128426,
3.219520132,-8.211056303,
3.22000783,-8.209874046,
3.22049498,-8.209299147,
3.220981585,-8.209334251,
3.221467645,-8.209981445,
3.221953161,-8.211242161,
3.222438135,-8.213116882,
3.222922569,-8.215604649,
3.223406462,-8.2187024,
3.223889817,-8.22240417,
3.224372635,-8.226700184,
3.224854917,-8.231575895,
3.225336663,-8.237011012,
3.225817876,-8.242978576,
3.226298556,-8.249444141,
3.226778705,-8.256365122,
3.227258323,-8.263690371,
3.227737413,-8.271360052,
3.228215974,-8.27930586,
3.228694009,-8.287451653,
3.229171518,-8.295714518,
3.229648503,-8.304006302,
3.230124964,-8.312235596,
3.230600903,-8.320310127,
3.231076321,-8.328139488,
3.23155122,-8.335638082,
3.232025599,-8.342728115,
3.232499461,-8.349342485,
3.232972807,-8.355427345,
3.233445637,-8.360944177,
3.233917953,-8.365871204,
3.234389756,-8.370204048,
3.234861047,-8.373955584,
3.235331827,-8.377154998,
3.235802097,-8.379846154,
3.236271858,-8.382085393,
3.236741112,-8.383938936,
3.23720986,-8.385480067,
3.237678102,-8.386786282,
3.23814584,-8.38793653,
3.238613074,-8.389008684,
3.239079807,-8.3900773,
3.239546038,-8.391211718,
3.240011769,-8.392474499,
3.240477002,-8.393920199,
3.240941737,-8.395594437,
3.241405974,-8.397533224,
3.241869717,-8.399762514,
3.242332964,-8.402297954,
3.242795718,-8.405144791,
3.243257979,-8.40829794,
3.243719749,-8.411742206,
3.244181029,-8.415452672,
3.244641818,-8.419395271,
3.24510212,-8.423527565,
3.245561934,-8.427799756,
3.246021262,-8.432155952,
3.246480105,-8.436535693,
3.246938463,-8.440875722,
3.247396338,-8.445111987,
3.247853731,-8.449181791,
3.248310643,-8.453026036,
3.248767074,-8.456591422,
3.249223026,-8.459832495,
3.2496785,-8.462713403,
3.250133497,-8.465209236,
3.250588018,-8.467306837,
3.251042064,-8.469005018,
3.251495635,-8.470314153,
3.251948733,-8.471255159,
3.252401359,-8.471857942,
3.252853513,-8.472159412,
3.253305198,-8.472201205,
3.253756413,-8.472027253,
3.25420716,-8.471681375,
3.254657439,-8.47120501,
3.255107252,-8.470635222,
3.2555566,-8.470003072,
3.256005483,-8.46933242,
3.256453903,-8.468639196,
3.25690186,-8.467931152,
3.257349356,-8.467208086,
3.257796391,-8.466462491,
3.258242966,-8.4656806,
3.258689083,-8.464843742,
3.259134741,-8.463929931,
3.259579943,-8.462915608,
3.260024689,-8.461777428,
3.260468981,-8.460494005,
3.260912818,-8.459047504,
3.261356201,-8.457425018,
3.261799133,-8.455619642,
3.262241614,-8.453631204,
3.262683644,-8.451466636,
3.263125224,-8.449139972,
3.263566356,-8.446672011,
3.264007041,-8.444089679,
3.264447278,-8.441425171,
3.26488707,-8.438714907,
3.265326417,-8.435998415,
3.26576532,-8.433317171,
3.26620378,-8.430713475,
3.266641798,-8.428229396,
3.267079374,-8.425905835,
3.26751651,-8.423781699,
3.267953206,-8.421893215,
3.268389464,-8.420273373,
3.268825284,-8.418951484,
