x0000,y0000
4.136535624,-5.705104351,
4.136594692,-5.706962523,
4.136653751,-5.708456222,
4.136712803,-5.709617879,
4.136771846,-5.710484996,
4.136830882,-5.711097849,
4.136889909,-5.711497343,
4.136948929,-5.71172312,
4.13700794,-5.71181198,
4.137066943,-5.711796659,
4.137125939,-5.711704971,
4.137184926,-5.711559307,
4.137243906,-5.71137645,
4.137302877,-5.71116768,
4.13736184,-5.710939119,
4.137420796,-5.710692267,
4.137479743,-5.710424686,
4.137538682,-5.71013079,
4.137597614,-5.709802704,
4.137656537,-5.709431154,
4.137715452,-5.709006367,
4.13777436,-5.708518945,
4.137833259,-5.707960703,
4.13789215,-5.707325433,
4.137951034,-5.706609585,
4.138009909,-5.705812847,
4.138068777,-5.704938592,
4.138127636,-5.703994182,
4.138186488,-5.702991115,
4.138245331,-5.701944984,
4.138304167,-5.700875266,
4.138362994,-5.699804909,
4.138421814,-5.69875974,
4.138480625,-5.697767684,
4.138539429,-5.696857839,
4.138598225,-5.6960594,
4.138657013,-5.695400486,
4.138715792,-5.694906897,
4.138774564,-5.694600844,
4.138833328,-5.694499695,
4.138892084,-5.694614783,
4.138950832,-5.694950337,
4.139009572,-5.695502565,
4.139068304,-5.696258954,
4.139127028,-5.69719784,
4.139185744,-5.698288283,
4.139244453,-5.699490299,
4.139303153,-5.700755492,
4.139361845,-5.702028092,
4.13942053,-5.703246427,
4.139479207,-5.704344803,
4.139537875,-5.705255738,
4.139596536,-5.705912499,
4.139655189,-5.706251805,
4.139713833,-5.706216571,
4.13977247,-5.705758526,
4.139831099,-5.704840532,
4.139889721,-5.703438437,
4.139948334,-5.701542328,
4.140006939,-5.699157069,
4.140065536,-5.696302101,
4.140124126,-5.693010493,
4.140182707,-5.68932734,
4.140241281,-5.685307612,
4.140299847,-5.681013614,
4.140358405,-5.67651223,
4.140416955,-5.671872119,
4.140475497,-5.667161015,
4.140534031,-5.662443254,
4.140592557,-5.657777633,
4.140651076,-5.653215663,
4.140709586,-5.648800238,
4.140768089,-5.644564753,
4.140826584,-5.640532638,
4.140885071,-5.6367173,
4.14094355,-5.633122443,
4.141002021,-5.629742712,
4.141060484,-5.626564645,
4.14111894,-5.623567859,
4.141177387,-5.620726443,
4.141235827,-5.618010495,
4.141294259,-5.615387757,
4.141352683,-5.612825273,
4.141411099,-5.610291024,
4.141469507,-5.607755472,
4.141527907,-5.605192959,
4.1415863,-5.602582898,
4.141644684,-5.59991073,
4.141703061,-5.597168597,
4.14176143,-5.594355739,
4.141819791,-5.591478588,
4.141878145,-5.588550602,
4.14193649,-5.585591848,
4.141994828,-5.58262838,
4.142053158,-5.579691461,
4.14211148,-5.576816679,
4.142169794,-5.574042985,
4.1422281,-5.571411725,
4.142286398,-5.568965675,
4.142344689,-5.566748113,
4.142402972,-5.564801951,
4.142461247,-5.563168921,
4.142519514,-5.561888838,
4.142577774,-5.560998905,
4.142636025,-5.56053308,
4.142694269,-5.560521477,
4.142752505,-5.5609898,
4.142810733,-5.561958786,
4.142868953,-5.563443671,
4.142927166,-5.565453657,
4.14298537,-5.56799139,
4.143043567,-5.571052459,
4.143101756,-5.574624918,
4.143159938,-5.578688861,
4.143218111,-5.583216069,
4.143276277,-5.588169766,
4.143334435,-5.593504516,
4.143392585,-5.599166314,
4.143450728,-5.605092905,
4.143508862,-5.611214385,
4.143566989,-5.617454123,
4.143625108,-5.62373004,
4.143683219,-5.629956251,
4.143741323,-5.636045077,
4.143799418,-5.641909382,
4.143857506,-5.64746517,
4.143915587,-5.652634344,
4.143973659,-5.657347479,
4.144031724,-5.661546467,
4.14408978,-5.665186844,
4.14414783,-5.668239649,
4.144205871,-5.670692658,
4.144263905,-5.672550901,
4.14432193,-5.673836411,
4.144379949,-5.674587215,
4.144437959,-5.67485564,
4.144495961,-5.674706059,
4.144553956,-5.674212215,
4.144611943,-5.673454317,
4.144669923,-5.672516055,
4.144727894,-5.671481695,
4.144785858,-5.67043338,
4.144843815,-5.669448717,
4.144901763,-5.668598722,
4.144959704,-5.667946146,
4.145017637,-5.667544177,
4.145075562,-5.667435524,
4.145133479,-5.667651843,
4.145191389,-5.668213472,
4.145249291,-5.669129465,
4.145307186,-5.670397863,
4.145365072,-5.672006198,
4.145422951,-5.6739322,
4.145480822,-5.676144677,
4.145538686,-5.678604554,
4.145596542,-5.68126606,
4.14565439,-5.684078019,
4.14571223,-5.686985251,
4.145770063,-5.689930027,
4.145827888,-5.692853574,
4.145885705,-5.695697565,
4.145943515,-5.698405586,
4.146001316,-5.700924514,
4.146059111,-5.703205785,
4.146116897,-5.705206501,
4.146174676,-5.706890353,
4.146232447,-5.708228329,
4.146290211,-5.709199196,
4.146347966,-5.709789746,
4.146405714,-5.709994803,
4.146463455,-5.709817015,
4.146521188,-5.709266441,
4.146578913,-5.708359954,
4.14663663,-5.707120502,
4.14669434,-5.705576248,
4.146752042,-5.703759623,
4.146809736,-5.701706327,
4.146867423,-5.699454305,
4.146925102,-5.697042733,
4.146982773,-5.694511031,
4.147040437,-5.691897936,
4.147098093,-5.689240652,
4.147155742,-5.686574095,
4.147213382,-5.683930251,
4.147271016,-5.681337654,
4.147328641,-5.678821,
4.147386259,-5.676400884,
4.147443869,-5.674093679,
4.147501472,-5.671911537,
4.147559067,-5.669862496,
4.147616654,-5.667950704,
4.147674233,-5.666176708,
4.147731805,-5.664537804,
4.14778937,-5.663028429,
4.147846927,-5.661640559,
4.147904476,-5.660364088,
4.147962017,-5.659187191,
4.148019551,-5.658096633,
4.148077077,-5.657078026,
4.148134596,-5.656116037,
4.148192107,-5.655194558,
4.14824961,-5.654296839,
4.148307106,-5.653405626,
4.148364594,-5.652503319,
4.148422075,-5.651572192,
4.148479548,-5.65059468,
4.148537013,-5.64955379,
4.148594471,-5.648433626,
4.148651921,-5.647220032,
4.148709364,-5.645901366,
4.148766799,-5.644469348,
4.148824226,-5.642919965,
4.148881646,-5.641254372,
4.148939058,-5.639479718,
4.148996463,-5.637609847,
4.14905386,-5.635665796,
4.149111249,-5.633676043,
4.149168631,-5.63167645,
4.149226005,-5.629709892,
4.149283372,-5.627825561,
4.149340731,-5.626077953,
4.149398083,-5.624525584,
4.149455427,-5.62322948,
4.149512763,-5.622251493,
4.149570092,-5.621652502,
4.149627413,-5.621490576,
4.149684727,-5.62181912,
4.149742033,-5.622685081,
4.149799331,-5.624127232,
4.149856622,-5.626174574,
4.149913906,-5.628844863,
4.149971182,-5.632143305,
4.15002845,-5.636061417,
4.150085711,-5.640576093,
4.150142964,-5.645648901,
4.15020021,-5.65122566,
4.150257448,-5.657236352,
4.150314679,-5.663595426,
4.150371902,-5.670202601,
4.150429117,-5.676944221,
4.150486325,-5.683695252,
4.150543526,-5.690321986,
4.150600719,-5.69668545,
4.150657904,-5.702645508,
4.150715082,-5.70806553,
4.150772252,-5.712817459,
4.150829415,-5.716786991,
4.15088657,-5.719878547,
4.150943718,-5.722019653,
4.151000858,-5.723164386,
4.151057991,-5.723295567,
4.151115116,-5.722425503,
4.151172234,-5.720595222,
4.151229344,-5.717872276,
4.151286447,-5.71434733,
4.151343542,-5.71012985,
4.15140063,-5.705343259,
4.15145771,-5.700119908,
4.151514783,-5.69459622,
4.151571848,-5.688908229,
4.151628905,-5.683187704,
4.151685956,-5.677558952,
4.151742998,-5.672136317,
4.151800033,-5.667022333,
4.151857061,-5.66230649,
4.151914081,-5.658064491,
4.151971094,-5.654357942,
4.152028099,-5.651234358,
4.152085097,-5.648727428,
4.152142087,-5.646857454,
4.15219907,-5.645631936,
4.152256046,-5.645046242,
4.152313013,-5.645084367,
4.152369974,-5.645719734,
4.152426927,-5.646916076,
4.152483872,-5.648628358,
4.15254081,-5.650803786,
4.152597741,-5.653382892,
4.152654664,-5.656300714,
4.152711579,-5.65948808,
4.152768487,-5.662873014,
4.152825388,-5.666382239,
4.152882281,-5.669942796,
4.152939167,-5.673483734,
4.152996045,-5.676937851,
4.153052916,-5.680243432,
4.15310978,-5.683345924,
4.153166636,-5.686199478,
4.153223484,-5.68876828,
4.153280325,-5.69102759,
4.153337159,-5.692964438,
4.153393985,-5.694577885,
4.153450804,-5.695878859,
4.153507615,-5.696889507,
4.153564419,-5.697642114,
4.153621216,-5.698177607,
4.153678005,-5.698543718,
4.153734787,-5.698792875,
4.153791561,-5.698979921,
4.153848328,-5.699159748,
4.153905087,-5.699384934,
4.153961839,-5.699703484,
4.154018584,-5.700156731,
4.154075321,-5.700777481,
4.154132051,-5.701588453,
4.154188773,-5.702601053,
4.154245488,-5.703814548,
4.154302195,-5.705215658,
4.154358895,-5.706778604,
4.154415588,-5.708465644,
4.154472273,-5.710228106,
4.154528951,-5.712007931,
4.154585622,-5.71373969,
4.154642285,-5.715353051,
4.154698941,-5.716775609,
4.154755589,-5.717935963,
4.15481223,-5.718766903,
4.154868864,-5.719208533,
4.15492549,-5.719211138,
4.154982108,-5.718737612,
4.15503872,-5.717765285,
4.155095324,-5.716287023,
4.155151921,-5.714311537,
4.15520851,-5.711862901,
4.155265092,-5.708979347,
4.155321666,-5.705711442,
4.155378234,-5.702119832,
4.155434793,-5.698272706,
4.155491346,-5.694243176,
4.155547891,-5.690106724,
4.155604429,-5.685938851,
4.155660959,-5.681813005,
4.155717482,-5.677798852,
4.155773998,-5.673960901,
4.155830506,-5.67035746,
4.155887007,-5.667039896,
4.1559435,-5.664052138,
4.155999987,-5.661430379,
4.156056466,-5.6592029,
4.156112937,-5.657389981,
4.156169401,-5.656003852,
4.156225858,-5.65504864,
4.156282308,-5.654520311,
4.15633875,-5.65440659,
4.156395185,-5.654686883,
4.156451612,-5.655332203,
4.156508033,-5.656305171,
4.156564445,-5.657560107,
4.156620851,-5.659043303,
4.156677249,-5.660693505,
4.15673364,-5.662442708,
4.156790024,-5.664217275,
4.1568464,-5.665939461,
4.156902769,-5.667529331,
4.15695913,-5.668907067,
4.157015485,-5.669995615,
4.157071832,-5.67072356,
4.157128171,-5.671028104,
4.157184504,-5.670857968,
4.157240829,-5.670176016,
4.157297147,-5.668961416,
4.157353457,-5.667211149,
4.15740976,-5.664940744,
4.157466056,-5.66218416,
4.157522345,-5.658992808,
4.157578626,-5.655433796,
4.1576349,-5.651587516,
4.157691167,-5.64754474,
4.157747426,-5.643403442,
4.157803678,-5.639265516,
4.157859923,-5.635233573,
4.157916161,-5.631407963,
4.157972391,-5.627884116,
4.158028614,-5.624750272,
4.15808483,-5.62208561,
4.158141038,-5.619958799,
4.158197239,-5.618426915,
4.158253433,-5.61753471,
4.15830962,-5.617314191,
4.158365799,-5.61778444,
4.158421971,-5.618951678,
4.158478136,-5.620809505,
4.158534293,-5.623339319,
4.158590444,-5.62651088,
4.158646587,-5.630283029,
4.158702723,-5.634604544,
4.158758851,-5.639415152,
4.158814972,-5.64464668,
4.158871086,-5.650224363,
4.158927193,-5.656068303,
4.158983293,-5.66209506,
4.159039385,-5.668219371,
4.15909547,-5.674355957,
4.159151548,-5.680421388,
4.159207618,-5.686335941,
4.159263682,-5.692025415,
4.159319738,-5.697422816,
4.159375787,-5.702469869,
4.159431828,-5.707118277,
4.159487863,-5.711330694,
4.15954389,-5.715081362,
4.15959991,-5.718356402,
4.159655922,-5.721153739,
4.159711928,-5.723482692,
4.159767926,-5.725363252,
4.159823917,-5.726825089,
4.159879901,-5.727906335,
4.159935878,-5.7286522,
4.159991847,-5.729113479,
4.160047809,-5.729344983,
4.160103764,-5.729403954,
4.160159712,-5.729348493,
4.160215652,-5.729236029,
4.160271586,-5.729121857,
4.160327512,-5.729057759,
4.160383431,-5.729090728,
4.160439343,-5.729261796,
4.160495247,-5.729604988,
4.160551145,-5.730146409,
4.160607035,-5.730903476,
4.160662918,-5.731884306,
4.160718793,-5.733087285,
4.160774662,-5.734500831,
4.160830523,-5.736103383,
4.160886378,-5.737863614,
4.160942225,-5.739740928,
4.160998065,-5.741686219,
4.161053897,-5.743642936,
4.161109723,-5.745548435,
4.161165541,-5.747335619,
4.161221352,-5.748934831,
4.161277156,-5.750275953,
4.161332953,-5.751290651,
4.161388743,-5.751914665,
4.161444525,-5.752090057,
4.1615003,-5.751767307,
4.161556069,-5.750907135,
4.16161183,-5.749481975,
4.161667583,-5.747477008,
4.16172333,-5.744890712,
4.16177907,-5.741734917,
4.161834802,-5.738034384,
4.161890527,-5.733825957,
4.161946245,-5.72915737,
4.162001956,-5.724085795,
4.16205766,-5.718676231,
4.162113357,-5.712999817,
4.162169046,-5.707132168,
4.162224728,-5.701151778,
4.162280404,-5.695138548,
4.162336072,-5.689172453,
4.162391733,-5.683332373,
4.162447386,-5.677695064,
4.162503033,-5.672334264,
4.162558673,-5.667319909,
4.162614305,-5.662717435,
4.16266993,-5.658587132,
4.162725549,-5.65498354,
4.16278116,-5.651954847,
4.162836764,-5.649542289,
4.16289236,-5.647779525,
4.16294795,-5.646691984,
4.163003533,-5.646296185,
4.163059108,-5.646599027,
4.163114676,-5.647597065,
4.163170238,-5.649275783,
4.163225792,-5.65160891,
4.163281339,-5.654557796,
4.163336879,-5.658070928,
4.163392412,-5.662083627,
4.163447937,-5.66651803,
4.163503456,-5.671283437,
4.163558968,-5.676277128,
4.163614472,-5.681385752,
4.163669969,-5.686487372,
4.16372546,-5.691454228,
4.163780943,-5.696156229,
4.163836419,-5.700465123,
4.163891888,-5.704259203,
4.16394735,-5.707428344,
4.164002805,-5.709879041,
4.164058252,-5.711539105,
4.164113693,-5.712361611,
4.164169127,-5.712327746,
4.164224553,-5.711448272,
4.164279973,-5.709763432,
4.164335385,-5.707341315,
4.16439079,-5.704274795,
4.164446188,-5.700677321,
4.16450158,-5.696677922,
4.164556964,-5.692415784,
4.164612341,-5.688034785,
4.164667711,-5.683678279,
4.164723074,-5.679484365,
4.16477843,-5.67558177,
4.164833778,-5.672086412,
4.16488912,-5.669098638,
4.164944455,-5.666701083,
4.164999782,-5.664957091,
4.165055103,-5.663909617,
4.165110417,-5.663580535,
4.165165723,-5.663970326,
4.165221023,-5.665058102,
4.165276315,-5.666801992,
4.165331601,-5.669139917,
4.165386879,-5.671990807,
4.16544215,-5.675256344,
4.165497415,-5.6788233,
4.165552672,-5.682566536,
4.165607922,-5.686352686,
4.165663165,-5.690044506,
4.165718401,-5.693505796,
4.165773631,-5.6966067,
4.165828853,-5.699229126,
4.165884068,-5.701271946,
4.165939276,-5.702655581,
4.165994477,-5.703325618,
4.166049671,-5.703255113,
4.166104858,-5.702445388,
4.166160038,-5.700925246,
4.166215211,-5.698748691,
4.166270377,-5.695991378,
4.166325536,-5.69274613,
4.166380688,-5.689117905,
4.166435833,-5.685218601,
4.166490971,-5.68116205,
4.166546102,-5.677059463,
4.166601226,-5.67301552,
4.166656343,-5.669125197,
4.166711453,-5.665471368,
4.166766556,-5.662123142,
4.166821652,-5.659134878,
4.166876741,-5.656545806,
4.166931823,-5.65438015,
4.166986898,-5.652647687,
4.167041967,-5.651344669,
4.167097028,-5.650455048,
4.167152082,-5.649951946,
4.167207129,-5.649799351,
4.167262169,-5.649953972,
4.167317202,-5.650367235,
4.167372229,-5.650987367,
4.167427248,-5.651761512,
4.16748226,-5.652637824,
4.167537265,-5.653567463,
4.167592264,-5.654506409,
4.167647255,-5.655417039,
4.16770224,-5.656269359,
4.167757217,-5.65704186,
4.167812188,-5.657721941,
4.167867151,-5.658305869,
4.167922108,-5.658798298,
4.167977057,-5.659211369,
4.168032,-5.659563453,
4.168086936,-5.659877604,
4.168141865,-5.660179825,
4.168196786,-5.66049724,
4.168251701,-5.660856264,
4.168306609,-5.661280871,
4.16836151,-5.661791032,
4.168416404,-5.662401406,
4.168471291,-5.663120326,
4.168526172,-5.66394912,
4.168581045,-5.664881802,
4.168635911,-5.665905133,
4.168690771,-5.666999047,
4.168745623,-5.66813743,
4.168800469,-5.669289201,
4.168855307,-5.670419665,
4.168910139,-5.671492043,
4.168964964,-5.67246913,
4.169019782,-5.673314961,
4.169074593,-5.673996408,
4.169129397,-5.674484606,
4.169184194,-5.674756117,
4.169238984,-5.674793769,
4.169293767,-5.674587116,
4.169348544,-5.674132503,
4.169403313,-5.673432743,
4.169458076,-5.67249645,
4.169512831,-5.67133709,
4.16956758,-5.669971839,
4.169622322,-5.668420335,
4.169677057,-5.666703433,
4.169731785,-5.664842042,
4.169786506,-5.662856122,
4.16984122,-5.66076392,
4.169895928,-5.658581443,
4.169950628,-5.656322232,
4.170005322,-5.65399739,
4.170060008,-5.651615859,
4.170114688,-5.649184896,
4.170169361,-5.646710705,
4.170224027,-5.644199135,
4.170278686,-5.641656412,
4.170333339,-5.639089808,
4.170387984,-5.63650822,
4.170442623,-5.633922581,
4.170497254,-5.631346096,
4.170551879,-5.62879427,
4.170606497,-5.626284736,
4.170661108,-5.623836887,
4.170715712,-5.621471351,
4.17077031,-5.619209345,
4.1708249,-5.617071951,
4.170879484,-5.615079357,
4.170934061,-5.613250128,
4.17098863,-5.611600533,
4.171043193,-5.610143971,
4.17109775,-5.608890533,
4.171152299,-5.60784671,
4.171206841,-5.607015264,
4.171261377,-5.606395259,
4.171315906,-5.605982255,
4.171370428,-5.605768637,
4.171424943,-5.605744076,
4.171479451,-5.605896075,
4.171533953,-5.606210592,
4.171588447,-5.60667269,
4.171642935,-5.607267198,
4.171697416,-5.607979338,
4.17175189,-5.608795293,
4.171806357,-5.609702693,
4.171860817,-5.610691,
4.171915271,-5.611751772,
4.171969718,-5.612878793,
4.172024158,-5.61406809,
4.172078591,-5.615317806,
4.172133017,-5.616627973,
4.172187437,-5.618000174,
4.172241849,-5.619437119,
4.172296255,-5.620942163,
4.172350654,-5.622518766,
4.172405046,-5.624169932,
4.172459432,-5.625897649,
4.17251381,-5.627702324,
4.172568182,-5.629582273,
4.172622547,-5.631533241,
4.172676905,-5.633548008,
4.172731256,-5.63561607,
4.172785601,-5.637723441,
4.172839939,-5.639852568,
4.17289427,-5.641982394,
4.172948594,-5.644088584,
4.173002911,-5.646143915,
4.173057222,-5.648118851,
4.173111526,-5.649982294,
4.173165823,-5.651702504,
4.173220113,-5.653248171,
4.173274396,-5.654589595,
4.173328673,-5.655699945,
4.173382943,-5.656556524,
4.173437206,-5.657141986,
4.173491462,-5.657445425,
4.173545712,-5.65746328,
4.173599954,-5.657199981,
4.17365419,-5.656668289,
4.173708419,-5.655889311,
4.173762642,-5.654892164,
4.173816857,-5.653713303,
4.173871066,-5.65239556,
4.173925268,-5.650986923,
4.173979464,-5.649539145,
4.174033652,-5.648106232,
4.174087834,-5.646742895,
4.174142009,-5.645503037,
4.174196178,-5.64443833,
4.174250339,-5.643596928,
4.174304494,-5.643022375,
4.174358642,-5.642752696,
4.174412783,-5.642819727,
4.174466918,-5.643248648,
4.174521046,-5.644057748,
4.174575167,-5.645258376,
4.174629281,-5.646855097,
4.174683389,-5.648845996,
4.17473749,-5.651223134,
4.174791584,-5.65397312,
4.174845671,-5.657077768,
4.174899752,-5.660514818,
4.174953826,-5.664258694,
4.175007893,-5.66828127,
4.175061953,-5.672552613,
4.175116007,-5.677041697,
4.175170054,-5.681717049,
4.175224094,-5.686547323,
4.175278128,-5.691501785,
4.175332154,-5.696550705,
4.175386174,-5.701665655,
4.175440188,-5.706819709,
4.175494195,-5.711987564,
4.175548194,-5.717145576,
4.175602188,-5.722271736,
4.175656174,-5.727345591,
4.175710154,-5.732348115,
4.175764127,-5.737261552,
4.175818093,-5.742069232,
4.175872053,-5.746755354,
4.175926006,-5.75130476,
4.175979952,-5.755702685,
4.176033892,-5.759934491,
4.176087825,-5.763985393,
4.176141751,-5.767840174,
4.17619567,-5.771482911,
4.176249583,-5.774896721,
4.176303489,-5.77806354,
4.176357389,-5.780963979,
4.176411282,-5.78357726,
4.176465168,-5.785881275,
4.176519047,-5.787852784,
4.17657292,-5.789467774,
4.176626786,-5.790701985,
4.176680645,-5.791531609,
4.176734497,-5.791934135,
4.176788343,-5.791889319,
4.176842183,-5.79138022,
4.176896015,-5.790394259,
4.176949841,-5.78892422,
4.17700366,-5.786969119,
4.177057473,-5.784534884,
4.177111279,-5.78163478,
4.177165078,-5.778289533,
4.177218871,-5.774527135,
4.177272657,-5.770382333,
4.177326436,-5.765895822,
4.177380209,-5.76111319,
4.177433975,-5.756083682,
4.177487734,-5.750858842,
4.177541487,-5.745491126,
4.177595233,-5.740032544,
4.177648972,-5.734533401,
4.177702705,-5.729041198,
4.177756431,-5.723599713,
4.17781015,-5.718248313,
4.177863863,-5.713021477,
4.177917569,-5.707948553,
4.177971268,-5.703053714,
4.178024961,-5.69835611,
4.178078647,-5.693870165,
4.178132327,-5.689605998,
4.178186,-5.68556993,
4.178239666,-5.68176503,
4.178293326,-5.678191684,
4.178346979,-5.674848123,
4.178400625,-5.671730916,
4.178454265,-5.668835382,
4.178507898,-5.666155914,
4.178561525,-5.663686208,
4.178615145,-5.6614194,
4.178668758,-5.659348105,
4.178722365,-5.657464398,
4.178775965,-5.655759733,
4.178829558,-5.654224836,
4.178883145,-5.652849604,
4.178936725,-5.651623028,
4.178990299,-5.650533169,
4.179043866,-5.649567206,
4.179097426,-5.648711582,
4.17915098,-5.647952232,
4.179204527,-5.647274925,
4.179258068,-5.646665675,
4.179311602,-5.646111234,
4.179365129,-5.645599615,
4.17941865,-5.64512063,
4.179472164,-5.644666396,
4.179525672,-5.644231777,
4.179579173,-5.643814717,
4.179632667,-5.643416445,
4.179686155,-5.64304152,
4.179739636,-5.642697703,
4.179793111,-5.642395658,
4.179846579,-5.642148488,
4.17990004,-5.641971133,
4.179953495,-5.641879646,
4.180006944,-5.641890408,
4.180060385,-5.642019305,
4.180113821,-5.642280917,
4.180167249,-5.642687769,
4.180220671,-5.643249679,
4.180274087,-5.643973232,
4.180327496,-5.64486142,
4.180380898,-5.645913453,
4.180434294,-5.647124757,
4.180487683,-5.648487153,
4.180541066,-5.649989211,
4.180594442,-5.651616746,
4.180647811,-5.653353443,
4.180701174,-5.655181544,
4.180754531,-5.657082582,
4.18080788,-5.659038087,
4.180861224,-5.661030232,
4.180914561,-5.663042351,
4.180967891,-5.665059309,
4.181021214,-5.667067667,
4.181074531,-5.669055647,
4.181127842,-5.671012858,
4.181181146,-5.672929827,
4.181234444,-5.674797333,
4.181287734,-5.676605599,
4.181341019,-5.678343394,
4.181394297,-5.6799971,
4.181447568,-5.681549835,
4.181500833,-5.682980695,
4.181554091,-5.684264188,
4.181607343,-5.685369955,
4.181660588,-5.686262813,
4.181713827,-5.686903203,
4.181767059,-5.687248041,
4.181820284,-5.687252013,
4.181873504,-5.686869271,
4.181926716,-5.686055483,
4.181979922,-5.684770145,
4.182033122,-5.682979044,
4.182086315,-5.680656703,
4.182139501,-5.677788661,
4.182192681,-5.674373417,
4.182245855,-5.670423874,
4.182299022,-5.66596818,
4.182352182,-5.661049872,
4.182405336,-5.655727321,
4.182458484,-5.650072486,
4.182511625,-5.644169091,
4.182564759,-5.638110316,
4.182617887,-5.63199618,
4.182671009,-5.625930738,
4.182724123,-5.620019259,
4.182777232,-5.614365493,
4.182830334,-5.609069133,
4.182883429,-5.60422353,
4.182936518,-5.599913699,
4.182989601,-5.59621464,
4.183042677,-5.593189947,
4.183095746,-5.590890707,
4.183148809,-5.589354658,
4.183201866,-5.588605584,
4.183254916,-5.588652928,
4.18330796,-5.589491621,
4.183360997,-5.591102114,
4.183414028,-5.593450641,
4.183467052,-5.596489716,
4.183520069,-5.60015891,
4.183573081,-5.604385923,
4.183626085,-5.609087995,
4.183679084,-5.614173676,
4.183732075,-5.619544957,
4.183785061,-5.62509975,
4.18383804,-5.630734674,
4.183891012,-5.636348052,
4.183943978,-5.641843016,
4.183996938,-5.647130551,
4.184049891,-5.652132319,
4.184102837,-5.656783072,
4.184155777,-5.661032484,
4.184208711,-5.66484628,
4.184261638,-5.668206562,
4.184314559,-5.671111315,
4.184367474,-5.673573154,
4.184420381,-5.675617401,
4.184473283,-5.677279672,
4.184526178,-5.67860314,
4.184579066,-5.679635698,
4.184631949,-5.680427182,
4.184684824,-5.681026846,
4.184737694,-5.68148118,
4.184790556,-5.681832193,
4.184843413,-5.682116171,
4.184896263,-5.682362945,
4.184949106,-5.682595631,
4.185001943,-5.682830798,
4.185054774,-5.683078996,
4.185107598,-5.68334557,
4.185160416,-5.683631656,
4.185213227,-5.683935295,
4.185266032,-5.684252542,
4.185318831,-5.684578517,
4.185371623,-5.684908297,
4.185424409,-5.685237605,
4.185477188,-5.685563246,
4.185529961,-5.685883262,
4.185582727,-5.68619681,
4.185635487,-5.686503777,
4.185688241,-5.686804182,
4.185740988,-5.687097403,
4.185793729,-5.68738132,
4.185846464,-5.687651454,
4.185899192,-5.687900175,
4.185951913,-5.688116071,
4.186004629,-5.68828357,
4.186057337,-5.688382862,
4.18611004,-5.688390179,
4.186162736,-5.68827847,
4.186215426,-5.688018463,
4.186268109,-5.687580091,
4.186320786,-5.686934212,
4.186373456,-5.686054552,
4.18642612,-5.684919731,
4.186478778,-5.683515238,
4.186531429,-5.681835212,
4.186584074,-5.679883872,
4.186636713,-5.677676466,
4.186689345,-5.675239651,
4.186741971,-5.672611236,
4.18679459,-5.669839287,
4.186847203,-5.666980626,
4.18689981,-5.664098812,
4.18695241,-5.661261716,
4.187005004,-5.658538813,
4.187057592,-5.655998343,
4.187110173,-5.653704455,
4.187162748,-5.651714473,
4.187215316,-5.650076367,
4.187267879,-5.64882652,
4.187320434,-5.647987855,
4.187372984,-5.647568382,
4.187425527,-5.647560199,
4.187478063,-5.647939008,
4.187530594,-5.648664183,
4.187583118,-5.649679439,
4.187635635,-5.650914129,
4.187688147,-5.652285214,
4.187740651,-5.653699897,
4.18779315,-5.655058894,
4.187845642,-5.656260251,
4.187898128,-5.657203585,
4.187950608,-5.657794532,
4.188003081,-5.657949144,
4.188055548,-5.657597963,
4.188108008,-5.656689444,
4.188160463,-5.655192479,
4.18821291,-5.653097788,
4.188265352,-5.65041809,
4.188317787,-5.647187041,
4.188370216,-5.643457046,
4.188422638,-5.639296179,
4.188475055,-5.634784462,
4.188527465,-5.630009825,
4.188579868,-5.625064041,
4.188632265,-5.620038888,
4.188684656,-5.615022744,
4.188737041,-5.610097759,
4.188789419,-5.60533766,
4.188841791,-5.600806218,
4.188894157,-5.596556349,
4.188946516,-5.592629789,
4.188998869,-5.589057271,
4.189051216,-5.585859119,
4.189103556,-5.583046167,
4.18915589,-5.580620921,
4.189208218,-5.57857888,
4.18926054,-5.576909941,
4.189312855,-5.575599804,
4.189365164,-5.574631334,
4.189417466,-5.573985813,
4.189469763,-5.573644025,
4.189522053,-5.573587161,
4.189574336,-5.573797499,
4.189626614,-5.574258866,
4.189678885,-5.574956864,
4.18973115,-5.575878893,
4.189783408,-5.577013996,
4.18983566,-5.578352547,
4.189887906,-5.579885852,
4.189940146,-5.581605685,
4.189992379,-5.583503828,
4.190044606,-5.585571648,
4.190096827,-5.587799757,
4.190149042,-5.590177781,
4.19020125,-5.592694271,
4.190253452,-5.595336749,
4.190305648,-5.598091895,
4.190357837,-5.600945871,
4.19041002,-5.60388474,
4.190462197,-5.606894956,
4.190514368,-5.60996389,
4.190566532,-5.613080343,
4.19061869,-5.616235007,
4.190670842,-5.619420831,
4.190722988,-5.622633273,
4.190775127,-5.625870396,
4.19082726,-5.629132811,
4.190879387,-5.632423468,
4.190931508,-5.635747297,
4.190983622,-5.63911073,
4.19103573,-5.642521137,
4.191087832,-5.645986214,
4.191139927,-5.64951335,
4.191192017,-5.653109035,
4.1912441,-5.656778326,
4.191296176,-5.660524406,
4.191348247,-5.664348261,
4.191400311,-5.668248478,
4.191452369,-5.67222117,
4.191504421,-5.67626002,
4.191556467,-5.680356415,
4.191608506,-5.684499666,
4.191660539,-5.688677251,
4.191712566,-5.692875084,
4.191764587,-5.697077741,
4.191816601,-5.701268647,
