x0000,y0000
3.081705132,-6.718538886,
3.082374823,-6.715613393,
3.083043482,-6.712687104,
3.083711114,-6.709740641,
3.084377721,-6.70675216,
3.085043307,-6.703698065,
3.085707874,-6.700553832,
3.086371426,-6.697294948,
3.087033965,-6.693897942,
3.087695495,-6.690341472,
3.088356019,-6.686607427,
3.08901554,-6.682681996,
3.089674061,-6.678556635,
3.090331585,-6.674228898,
3.090988115,-6.66970305,
3.091643654,-6.664990442,
3.092298205,-6.660109591,
3.092951771,-6.655085974,
3.093604355,-6.649951512,
3.09425596,-6.644743787,
3.094906588,-6.639505006,
3.095556244,-6.634280772,
3.096204928,-6.629118724,
3.096852646,-6.624067091,
3.097499399,-6.619173234,
3.09814519,-6.614482236,
3.098790022,-6.610035575,
3.099433899,-6.605869952,
3.100076822,-6.602016272,
3.100718794,-6.598498846,
3.10135982,-6.595334795,
3.1019999,-6.592533697,
3.102639038,-6.590097467,
3.103277238,-6.588020477,
3.1039145,-6.586289907,
3.104550829,-6.584886328,
3.105186227,-6.583784483,
3.105820697,-6.582954266,
3.106454241,-6.582361844,
3.107086863,-6.581970913,
3.107718564,-6.581744008,
3.108349348,-6.581643853,
3.108979216,-6.581634653,
3.109608173,-6.581683308,
3.11023622,-6.581760457,
3.11086336,-6.58184132,
3.111489596,-6.58190629,
3.11211493,-6.581941243,
3.112739365,-6.581937561,
3.113362904,-6.581891865,
3.113985548,-6.581805492,
3.114607301,-6.581683742,
3.115228166,-6.581534959,
3.115848144,-6.581369498,
3.116467238,-6.581198643,
3.117085451,-6.581033538,
3.117702785,-6.580884182,
3.118319243,-6.580758559,
3.118934827,-6.580661908,
3.11954954,-6.580596198,
3.120163383,-6.580559797,
3.120776361,-6.580547358,
3.121388474,-6.58054992,
3.121999726,-6.580555195,
3.122610119,-6.580548041,
3.123219656,-6.580511079,
3.123828338,-6.580425432,
3.124436168,-6.58027154,
3.125043148,-6.580030014,
3.125649281,-6.579682504,
3.12625457,-6.579212511,
3.126859016,-6.578606138,
3.127462622,-6.57785273,
3.12806539,-6.576945383,
3.128667323,-6.575881299,
3.129268423,-6.574661994,
3.129868692,-6.573293328,
3.130468132,-6.571785405,
3.131066746,-6.570152319,
3.131664537,-6.568411793,
3.132261505,-6.566584734,
3.132857654,-6.564694722,
3.133452986,-6.562767468,
3.134047503,-6.560830274,
3.134641207,-6.558911513,
3.1352341,-6.557040144,
3.135826186,-6.555245288,
3.136417465,-6.55355587,
3.13700794,-6.552000323,
3.137597614,-6.550606362,
3.138186488,-6.549400814,
3.138774564,-6.548409492,
3.139361845,-6.5476571,
3.139948334,-6.547167151,
3.140534031,-6.546961873,
3.14111894,-6.54706209,
3.141703061,-6.547487049,
3.142286398,-6.548254187,
3.142868953,-6.549378806,
3.143450728,-6.550873667,
3.144031724,-6.55274847,
3.144611943,-6.555009238,
3.145191389,-6.557657605,
3.145770063,-6.560690013,
3.146347966,-6.564096848,
3.146925102,-6.567861536,
3.147501472,-6.571959649,
3.148077077,-6.576358056,
3.148651921,-6.581014192,
3.149226005,-6.585875512,
3.149799331,-6.590879217,
3.150371902,-6.595952329,
3.150943718,-6.601012221,
3.151514783,-6.605967685,
3.152085097,-6.610720596,
3.152654664,-6.615168234,
3.153223484,-6.619206247,
3.153791561,-6.622732198,
3.154358895,-6.625649576,
3.15492549,-6.627872065,
3.155491346,-6.62932781,
3.156056466,-6.629963371,
3.156620851,-6.629747052,
3.157184504,-6.628671296,
3.157747426,-6.626753933,
3.15830962,-6.624038142,
3.158871086,-6.620591124,
3.159431828,-6.616501606,
3.159991847,-6.61187638,
3.160551145,-6.606836158,
3.161109723,-6.601511073,
3.161667583,-6.596036104,
3.162224728,-6.590546694,
3.16278116,-6.585174753,
3.163336879,-6.580045165,
3.163891888,-6.575272874,
3.164446188,-6.57096053,
3.164999782,-6.567196677,
3.165552672,-6.564054418,
3.166104858,-6.561590475,
3.166656343,-6.559844594,
3.167207129,-6.558839213,
3.167757217,-6.558579366,
3.168306609,-6.559052789,
3.168855307,-6.560230226,
3.169403313,-6.562065959,
3.169950628,-6.564498584,
3.170497254,-6.567452092,
3.171043193,-6.570837313,
3.171588447,-6.574553774,
3.172133017,-6.578492022,
3.172676905,-6.582536429,
3.173220113,-6.586568473,
3.173762642,-6.59047042,
3.174304494,-6.59412929,
3.174845671,-6.59744093,
3.175386174,-6.600313955,
3.175926006,-6.602673298,
3.176465168,-6.604463087,
3.17700366,-6.605648617,
3.177541487,-6.606217216,
3.178078647,-6.606177925,
3.178615145,-6.605559989,
3.17915098,-6.604410267,
3.179686155,-6.602789766,
3.180220671,-6.600769556,
3.180754531,-6.598426343,
3.181287734,-6.595837989,
3.181820284,-6.593079232,
3.182352182,-6.590217792,
3.182883429,-6.587311042,
3.183414028,-6.584403319,
3.183943978,-6.581523955,
3.184473283,-6.578686043,
3.185001943,-6.575885955,
3.185529961,-6.573103601,
3.186057337,-6.570303426,
3.186584074,-6.567436098,
3.187110173,-6.564440872,
3.187635635,-6.561248549,
3.188160463,-6.557784949,
3.188684656,-6.553974746,
3.189208218,-6.549745517,
3.18973115,-6.545031764,
3.190253452,-6.539778696,
3.190775127,-6.533945506,
3.191296176,-6.527507929,
3.191816601,-6.520459907,
3.192336403,-6.512814233,
3.192855584,-6.504602181,
3.193374144,-6.495872154,
3.193892087,-6.486687536,
3.194409412,-6.477123919,
3.194926122,-6.46726597,
3.195442217,-6.457204165,
3.1959577,-6.447031628,
3.196472572,-6.436841241,
3.196986835,-6.426723167,
3.197500489,-6.416762874,
3.198013536,-6.40703967,
3.198525978,-6.397625763,
3.199037816,-6.388585792,
3.199549051,-6.379976772,
3.200059686,-6.37184837,
3.200569721,-6.364243446,
3.201079157,-6.35719876,
3.201587996,-6.350745773,
3.20209624,-6.344911477,
3.20260389,-6.339719168,
3.203110948,-6.335189126,
3.203617414,-6.331339137,
3.20412329,-6.328184833,
3.204628577,-6.32573981,
3.205133277,-6.324015518,
3.205637392,-6.323020913,
3.206140921,-6.322761868,
3.206643868,-6.323240377,
3.207146233,-6.32445355,
3.207648018,-6.326392459,
3.208149223,-6.329040863,
3.208649851,-6.332373869,
3.209149902,-6.336356597,
3.209649378,-6.340942934,
3.210148281,-6.346074443,
3.210646611,-6.351679569,
3.211144369,-6.357673217,
3.211641558,-6.363956865,
3.212138179,-6.370419313,
3.212634232,-6.376938192,
3.213129719,-6.383382325,
3.213624642,-6.389614977,
3.214119001,-6.395497968,
3.214612798,-6.400896521,
3.215106034,-6.405684631,
3.215598711,-6.409750616,
3.216090829,-6.413002455,
3.216582391,-6.415372443,
3.217073396,-6.416820743,
3.217563848,-6.417337471,
3.218053746,-6.416943089,
3.218543092,-6.415687078,
3.219031887,-6.413645005,
3.219520132,-6.410914299,
3.22000783,-6.407609125,
3.22049498,-6.403854818,
3.220981585,-6.399782295,
3.221467645,-6.395522822,
3.221953161,-6.391203402,
3.222438135,-6.386942952,
3.222922569,-6.382849337,
3.223406462,-6.379017259,
3.223889817,-6.375526917,
3.224372635,-6.372443358,
3.224854917,-6.369816389,
3.225336663,-6.367680946,
3.225817876,-6.366057797,
3.226298556,-6.36495451,
3.226778705,-6.364366585,
3.227258323,-6.364278709,
3.227737413,-6.364666081,
3.228215974,-6.365495764,
3.228694009,-6.366728063,
3.229171518,-6.368317881,
3.229648503,-6.37021606,
3.230124964,-6.372370696,
3.230600903,-6.374728399,
3.231076321,-6.377235518,
3.23155122,-6.379839292,
3.232025599,-6.382488943,
3.232499461,-6.385136673,
3.232972807,-6.38773858,
3.233445637,-6.390255457,
3.233917953,-6.392653477,
3.234389756,-6.39490475,
3.234861047,-6.396987735,
3.235331827,-6.398887512,
3.235802097,-6.400595898,
3.236271858,-6.402111414,
3.236741112,-6.403439101,
3.23720986,-6.404590191,
3.237678102,-6.405581635,
3.23814584,-6.406435512,
3.238613074,-6.40717832,
3.239079807,-6.40784016,
3.239546038,-6.408453847,
3.240011769,-6.409053938,
3.240477002,-6.409675717,
3.240941737,-6.410354133,
3.241405974,-6.411122728,
3.241869717,-6.412012555,
3.242332964,-6.413051118,
3.242795718,-6.414261344,
3.243257979,-6.41566062,
3.243719749,-6.417259912,
3.244181029,-6.419063003,
3.244641818,-6.421065873,
3.24510212,-6.423256267,
3.245561934,-6.425613478,
3.246021262,-6.428108397,
3.246480105,-6.430703857,
3.246938463,-6.433355301,
3.247396338,-6.436011818,
3.247853731,-6.438617516,
3.248310643,-6.441113264,
3.248767074,-6.443438723,
3.249223026,-6.445534629,
3.2496785,-6.447345213,
3.250133497,-6.448820644,
3.250588018,-6.449919349,
3.251042064,-6.450610056,
3.251495635,-6.450873427,
3.251948733,-6.450703143,
3.252401359,-6.450106372,
3.252853513,-6.449103571,
3.253305198,-6.447727639,
3.253756413,-6.446022491,
3.25420716,-6.444041153,
3.254657439,-6.441843517,
3.255107252,-6.439493905,
3.2555566,-6.437058599,
3.256005483,-6.434603462,
3.256453903,-6.432191756,
3.25690186,-6.42988226,
3.257349356,-6.42772771,
3.257796391,-6.425773608,
3.258242966,-6.424057383,
3.258689083,-6.422607896,
3.259134741,-6.421445244,
3.259579943,-6.420580834,
3.260024689,-6.420017673,
3.260468981,-6.419750843,
3.260912818,-6.419768105,
3.261356201,-6.420050606,
3.261799133,-6.42057366,
3.262241614,-6.421307572,
3.262683644,-6.422218499,
3.263125224,-6.42326933,
3.263566356,-6.424420586,
3.264007041,-6.425631344,
3.264447278,-6.426860181,
3.26488707,-6.428066153,
3.265326417,-6.429209794,
3.26576532,-6.430254151,
3.26620378,-6.431165832,
3.266641798,-6.431916051,
3.267079374,-6.432481633,
3.26751651,-6.432845959,
3.267953206,-6.432999776,
3.268389464,-6.432941855,
3.268825284,-6.432679414,
